body,starting_a,starting_e,host
3,12.129491257746857,0.0943723635574694,GamLeoA_noC
4,12.298627351748856,0.0517511075599865,GamLeoA_noC
5,12.467763445750862,0.0554505769966818,GamLeoA_noC
6,12.636899539752871,0.093487636293129,GamLeoA_noC
7,12.80603563375487,0.079465122640712,GamLeoA_noC
8,12.975171727756877,0.0781697751766876,GamLeoA_noC
9,13.144307821758876,0.0906824198854937,GamLeoA_noC
10,13.31344391576088,0.0830623223354644,GamLeoA_noC
11,13.482580009762891,0.0361910077210012,GamLeoA_noC
12,13.651716103764867,0.0771707216613702,GamLeoA_noC
13,13.82085219776689,0.0298550523789928,GamLeoA_noC
14,13.98998829176888,0.0923672544744968,GamLeoA_noC
15,14.159124385770896,0.0553976167982647,GamLeoA_noC
16,14.328260479772895,0.043939759033872,GamLeoA_noC
17,14.497396573774903,0.0387189431545678,GamLeoA_noC
18,14.666532667776886,0.0635818184578643,GamLeoA_noC
19,14.835668761778903,0.064179321650691,GamLeoA_noC
20,15.004804855780906,0.085264759858471,GamLeoA_noC
21,15.173940949782908,0.0907920015089913,GamLeoA_noC
22,15.343077043784914,0.0565810507300793,GamLeoA_noC
23,15.512213137786912,0.0280587717800445,GamLeoA_noC
24,15.681349231788907,0.079411557079422,GamLeoA_noC
25,15.85048532579092,0.016659861318756,GamLeoA_noC
26,16.019621419792923,0.047349231721978,GamLeoA_noC
27,16.188757513794915,0.0619014227262643,GamLeoA_noC
28,16.357893607796917,0.087674938239214,GamLeoA_noC
29,16.52702970179892,0.0903311468161941,GamLeoA_noC
30,16.69616579580093,0.0905229766397307,GamLeoA_noC
31,16.86530188980294,0.0272536865409022,GamLeoA_noC
32,17.034437983804946,0.0818381943591639,GamLeoA_noC
33,17.203574077806948,0.052646193519845,GamLeoA_noC
34,17.372710171808926,0.0030851157577899,GamLeoA_noC
35,17.541846265810943,0.0250762379649328,GamLeoA_noC
36,17.71098235981294,0.0132205522639006,GamLeoA_noC
37,17.880118453814955,0.0629822519547678,GamLeoA_noC
38,18.04925454781696,0.0852673553088886,GamLeoA_noC
39,18.21839064181893,0.0789524371506813,GamLeoA_noC
40,18.387526735820952,0.087436578316937,GamLeoA_noC
41,18.55666282982296,0.0660713066969025,GamLeoA_noC
42,18.72579892382497,0.0834276759921966,GamLeoA_noC
43,18.894935017826963,0.0459086390597019,GamLeoA_noC
44,19.06407111182897,0.0207346209761972,GamLeoA_noC
45,19.233207205830983,0.0917770597596324,GamLeoA_noC
46,19.402343299832975,0.0989533630162655,GamLeoA_noC
47,19.571479393834977,0.0620179154078273,GamLeoA_noC
48,19.74061548783697,0.062969155028952,GamLeoA_noC
49,19.90975158183898,0.0277820553209796,GamLeoA_noC
50,20.078887675840974,0.0367147639075474,GamLeoA_noC
51,20.248023769843,0.0360943057837456,GamLeoA_noC
52,20.417159863845,0.0957028057778445,GamLeoA_noC
53,20.586295957846986,0.0524764152076293,GamLeoA_noC
54,20.75543205184901,0.0046294250791401,GamLeoA_noC
55,20.924568145851,0.0279515236359226,GamLeoA_noC
56,21.093704239853004,0.0947335086978327,GamLeoA_noC
57,21.262840333855,0.0525661128225415,GamLeoA_noC
58,21.43197642785701,0.0158596873317585,GamLeoA_noC
59,21.601112521859008,0.0077705165511759,GamLeoA_noC
60,21.770248615861014,0.0615494096715873,GamLeoA_noC
61,21.93938470986302,0.074081495662581,GamLeoA_noC
62,22.108520803865016,0.0469391603954303,GamLeoA_noC
63,22.277656897867026,0.0517419928325728,GamLeoA_noC
64,22.446792991869035,0.0063925878715934,GamLeoA_noC
65,22.61592908587103,0.048190701981695,GamLeoA_noC
66,22.785065179873023,0.0440182065240276,GamLeoA_noC
67,22.954201273875025,0.094713048251967,GamLeoA_noC
68,23.12333736787703,0.0467266324690741,GamLeoA_noC
69,23.29247346187903,0.075911656355199,GamLeoA_noC
70,23.46160955588104,0.0597406092289254,GamLeoA_noC
71,23.63074564988305,0.0855862240924413,GamLeoA_noC
72,23.79988174388505,0.0154982771743882,GamLeoA_noC
73,23.96901783788703,0.0489029790878034,GamLeoA_noC
74,24.138153931889043,0.0820661927298371,GamLeoA_noC
75,24.307290025891053,0.065525173795329,GamLeoA_noC
76,24.47642611989307,0.0301228665676833,GamLeoA_noC
77,24.645562213895065,0.0082693986790508,GamLeoA_noC
78,24.81469830789704,0.0763332878870625,GamLeoA_noC
79,24.983834401899067,0.0832711568688789,GamLeoA_noC
80,25.152970495901062,0.0492738013028147,GamLeoA_noC
81,25.32210658990305,0.023344772944465,GamLeoA_noC
82,25.491242683905067,0.082967202425056,GamLeoA_noC
83,25.660378777907088,0.0190338527656459,GamLeoA_noC
84,25.82951487190907,0.07377025858594,GamLeoA_noC
85,25.998650965911075,0.0479379728823221,GamLeoA_noC
86,26.16778705991309,0.0232794980679393,GamLeoA_noC
87,26.33692315391507,0.0943500725141671,GamLeoA_noC
88,26.506059247917094,0.0318853481397987,GamLeoA_noC
89,26.675195341919085,0.0418906060347634,GamLeoA_noC
90,26.84433143592109,0.033570163207591,GamLeoA_noC
91,27.013467529923098,0.0118303934165348,GamLeoA_noC
92,27.1826036239251,0.0909733854055965,GamLeoA_noC
93,27.35173971792709,0.0155948843103612,GamLeoA_noC
94,27.520875811929084,0.0060523708179945,GamLeoA_noC
95,27.690011905931108,0.0126345178375457,GamLeoA_noC
96,27.85914799993309,0.0421882727142582,GamLeoA_noC
97,28.028284093935117,0.0305579180600237,GamLeoA_noC
98,28.19742018793712,0.0492001191586867,GamLeoA_noC
99,28.3665562819391,0.025242233669412,GamLeoA_noC
100,28.53569237594112,0.0730809521725124,GamLeoA_noC
101,28.704828469943106,0.0782688433575388,GamLeoA_noC
2_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
3_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
4_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
5_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
6_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
7_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
8_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
9_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
10_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
11_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
12_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
13_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
14_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
15_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
16_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
17_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
18_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
19_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
20_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
21_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
22_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
23_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
24_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
25_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
26_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
27_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
28_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
29_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
30_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
31_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
32_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
33_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
34_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
35_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
36_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
37_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
38_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
39_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
40_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
41_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
42_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
43_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
44_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
45_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
46_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
47_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
48_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
49_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
50_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
51_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
52_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
53_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
54_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
55_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
56_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
57_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
58_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
59_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
60_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
61_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
62_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
63_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
64_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
65_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
66_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
67_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
68_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
69_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
70_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
71_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
72_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
73_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
74_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
75_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
76_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
77_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
78_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
79_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
80_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
81_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
82_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
83_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
84_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
85_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
86_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
87_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
88_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
89_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
90_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
91_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
92_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
93_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
94_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
95_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
96_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
97_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
98_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
99_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
100_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
101_summary,28.70482846994312,0.0048067911675172,GamLeoA_noC
